sale_begin,sale_no,is_input
1808/04/06,568,yes
1808/04/07,569,yes
1808/04/09,570,yes
1808/04/13,571,yes
1808/04/25,572,yes
1808/04/26,573,yes
1808/04/27,574,yes
1808/04/29,575,yes
1808/04/29,576,yes
1808/05/03,577,yes
1808/05/04,578,yes
1808/05/06,579,yes
1808/05/07,580,yes
1808/05/12,581,yes
1808/05/14,582,yes
1808/05/16,583,yes
1808/05/18,584,yes
1808/05/21,585,yes
1808/05/21,586,yes
1808/05/24,587,yes
1808/05/25,589,yes
1808/05/25,588,yes
1808/05/26,590,yes
1808/05/27,591,yes
1808/05/27,592,yes
1808/05/31,593,yes
1808/06/02,596,yes
1808/06/02,594,yes
1808/06/02,595,yes
1808/06/03,597,yes
1808/06/07,598,yes
1808/06/08,599,yes
1808/06/11,600,yes
1808/06/11,601,yes
1808/06/15,602,yes
1808/06/18,603,yes
1808/06/24,604,yes
1808/06/24,605,yes
1808/06/27,606,yes
1808/06/29,607,yes
1808/06/30,608,yes
1808/07/01,609,yes
1808/07/02,610,yes
1808/07/05,612,no
1808/07/05,611,yes
1808/07/06,613,yes
1808/07/12,614,yes
1808/07/19,615,yes
1808/07/30,616,yes
1808/08/02,617,yes
1808/09/08,618,yes
1808/09/10,619,yes
1808/10/12,620,yes
1808/10/25,621,yes
1808/10/31,622,yes
1808/11/00,623,yes
1808/11/18,624,yes
1808/11/29,625,yes
1808/12/09,626,yes
1808/12/17,627,yes
1808/12/31,628,yes
1809/00/00,629,yes
1809/00/00,630,yes
1809/00/00,630-A,yes
1809/01/02,631,yes
1809/01/20,632,yes
1809/01/25,633,yes
1809/01/27,634,yes
1809/02/04,635,yes
1809/02/07,636,yes
1809/02/17,637,yes
1809/02/21,638,yes
1809/02/22,639,yes
1809/02/24,640,yes
1809/02/25,641,yes
1809/03/01,642,yes
1809/03/02,643,yes
1809/03/03,644,yes
1809/03/04,645,yes
1809/03/10,646,yes
1809/03/10,647,yes
1809/03/11,648,yes
1809/03/13,648-A,yes
1809/03/15,649,yes
1809/03/15,650,yes
1809/03/17,651,yes
1809/03/20,652,yes
1809/03/22,654,yes
1809/03/22,653,yes
1809/03/24,655,yes
1809/03/25,656,yes
1809/03/28,657,yes
1809/04/08,658,yes
1809/04/10,659,yes
1809/04/12,660,yes
1809/04/14,661,yes
1809/04/18,662,yes
1809/04/19,663,yes
1809/04/20,664,yes
1809/04/26,665,yes
1809/04/28,666,yes
1809/05/00,666-A,yes
1809/05/01,667,yes
1809/05/01,667-A,yes
1809/05/10,669,yes
1809/05/10,668,yes
1809/05/12,670,yes
1809/05/16,671,yes
1809/05/17,672,yes
1809/05/17,673,yes
1809/05/20,674,yes
1809/05/26,675,yes
1809/05/30,676,yes
1809/05/30,677,yes
1809/05/31,678,yes
1809/06/06,680,yes
1809/06/06,679,yes
1809/06/08,681,yes
1809/06/16,682,yes
1809/06/16,683,yes
1809/06/16,684,yes
1809/06/24,685,yes
1809/07/05,686,yes
1809/07/10,688,yes
1809/07/10,687,no
1809/07/12,689,yes
1809/07/18,690,yes
1809/07/19,691,yes
1809/07/24,692,yes
1809/08/01,693,yes
1809/09/15,694,yes
1809/09/26,695,yes
1809/10/10,696,yes
1809/10/11,697,yes
1809/10/17,698,yes
1809/10/27,699,yes
1809/11/01,700,yes
1809/11/08,701,yes
1809/11/14,702,yes
1809/11/17,703,yes
1809/11/21,704,yes
1809/12/06,705,no
1809/12/11,706,yes
1809/12/13,707,yes
1809/12/18,708,yes
1809/12/19,709,yes
1809/12/22,710,yes
1809/12/23,711,yes
1809/12/23,712,yes
1810/00/00,713,yes
1810/01/04,714,yes
1810/01/11,715,yes
1810/01/16,716,yes
1810/01/30,717,yes
1810/02/03,718,yes
1810/02/05,719,yes
1810/02/06,720,yes
1810/02/16,721,yes
1810/02/19,722,yes
1810/02/24,723,yes
1810/02/26,724,yes
1810/02/26,724-A,yes
1810/03/03,725,yes
1810/03/03,726,yes
1810/03/05,727,yes
1810/03/06,728,yes
1810/03/08,729,yes
1810/03/09,730,yes
1810/03/12,731,yes
1810/03/14,732,yes
1810/03/14,733,yes
1810/03/16,734,yes
1810/03/19,735,yes
1810/03/21,736,yes
1810/03/23,737,yes
1810/03/24,738,yes
1810/03/27,738-A,yes
1810/03/28,740,yes
1810/03/28,739,yes
1810/03/29,741,yes
1810/03/31,742,yes
1810/04/04,743,yes
1810/04/05,744,yes
1810/04/05,745,yes
1810/04/07,746,yes
1810/04/07,747,yes
1810/04/09,748,yes
1810/04/11,749,yes
1810/04/12,750,yes
1810/04/14,751,yes
1810/04/16,752,yes
1810/04/19,753,yes
1810/04/23,754,yes
1810/04/28,755,yes
1810/05/02,756,yes
1810/05/02,757,yes
1810/05/04,758,yes
1810/05/10,761,yes
1810/05/10,759,yes
1810/05/10,760,yes
1810/05/12,762,yes
1810/05/17,763,yes
1810/05/18,764,yes
1810/05/19,765,yes
1810/05/22,766,yes
1810/05/23,768,yes
1810/05/23,767,yes
1810/05/24,769,yes
1810/05/24,770,yes
1810/05/25,771,yes
1810/05/28,772,yes
1810/05/28,773,yes
1810/05/29,774,yes
1810/05/30,775,yes
1810/06/00,776,yes
1810/06/01,777,yes
1810/06/01,778,yes
1810/06/02,779,yes
1810/06/04,780,yes
1810/06/06,781,yes
1810/06/09,782,yes
1810/06/13,783,yes
1810/06/15,784,yes
1810/06/16,785,yes
1810/06/19,786,yes
1810/06/22,787,yes
1810/06/27,788,yes
1810/06/27,789,yes
1810/06/28,790,yes
1810/06/29,791,yes
1810/07/02,792,yes
1810/07/02,793,yes
1810/07/05,794,yes
1810/07/07,795,yes
1810/07/10,796,yes
1810/07/10,797,yes
1810/07/14,798,yes
1810/07/16,799,yes
1810/07/19,800,yes
1810/07/28,801,yes
1810/08/02,802,yes
1810/08/07,803,yes
1810/08/08,804,yes
1810/08/09,805,yes
1810/08/18,806,yes
1810/08/22,807,yes
1810/08/31,808,yes
1810/09/04,809,yes
1810/09/07,810,yes
1810/09/08,811,yes
1810/09/12,812,yes
1810/09/13,813,yes
1810/10/03,814,yes
1810/10/11,814-A,yes
1810/10/26,815,yes
1810/11/00,816,yes
1810/11/02,817,yes
1810/11/05,818,yes
1810/11/09,819,yes
1810/11/13,820,yes
1810/11/21,821,yes
1810/11/22,822,yes
1810/11/28,823,yes
1810/11/29,824,yes
1810/11/30,825,yes
1810/12/01,826,yes
1810/12/03,828,yes
1810/12/03,827,yes
1810/12/21,829,yes
1810/12/27,830,yes
1810/12/29,831,yes
1810/12/31,832,yes
1811/00/00,832-A,yes
1811/01/03,833,yes
1811/01/05,834,yes
1811/01/07,835,yes
1811/01/09,836,yes
1811/01/11,837,yes
1811/01/16,839,yes
1811/01/16,838,yes
1811/01/22,840,yes
1811/01/26,841,yes
1811/01/30,842,yes
1811/01/31,843,yes
1811/02/01,844,yes
1811/02/04,845,no
1811/02/08,846,yes
1811/02/09,847,yes
1811/02/13,848,yes
1811/02/14,849,yes
1811/02/16,850,yes
1811/02/22,851,yes
1811/03/01,852,yes
1811/03/02,853,yes
1811/03/06,854,yes
1811/03/07,855,yes
1811/03/07,856,yes
1811/03/08,857,yes
1811/03/09,858,yes
1811/03/11,859,yes
1811/03/12,860,yes
1811/03/16,862,yes
1811/03/16,861,yes
1811/03/18,863,yes
1811/03/21,864,yes
1811/03/26,865,yes
1811/03/28,866,yes
1811/04/03,867,yes
1811/04/03,868,yes
1811/04/06,869,yes
1811/04/19,870,yes
1811/04/30,871,yes
1811/05/01,873,yes
1811/05/01,872,yes
1811/05/02,874,yes
1811/05/08,875,yes
1811/05/09,876,yes
1811/05/09,877,yes
1811/05/10,878,yes
1811/05/10,879,yes
1811/05/15,880,yes
1811/05/16,881,yes
1811/05/17,882,yes
1811/05/18,883,yes
1811/05/18,884,yes
1811/05/21,885,yes
1811/05/22,886,yes
1811/05/23,887,yes
1811/05/24,888,yes
1811/05/25,889,yes
1811/05/27,890,yes
1811/05/27,891,yes
1811/05/27,892,yes
1811/05/29,893,yes
1811/05/29,894,yes
1811/05/31,896,yes
1811/05/31,897,yes
1811/05/31,895,yes
1811/06/01,898,yes
1811/06/05,899,yes
1811/06/10,900,yes
1811/06/12,901,yes
1811/06/17,902,yes
1811/06/18,903,yes
1811/06/20,904,yes
1811/06/21,905,yes
1811/06/21,906,yes
1811/06/22,907,yes
1811/06/27,908,yes
1811/06/28,909,yes
1811/06/28,910,yes
1811/06/29,911,yes
1811/07/01,912,yes
1811/07/03,913,yes
1811/07/04,914,yes
1811/07/10,915,yes
1811/07/11,916,yes
1811/07/12,917,yes
1811/07/17,918,yes
1811/07/22,919,yes
1811/08/02,920,yes
1811/08/09,921,yes
1811/08/30,922,yes
1811/10/07,923,yes
1811/10/10,924,yes
1811/10/22,925,yes
1811/10/28,926,yes
1811/11/29,927,yes
1811/12/02,928,yes
1811/12/10,929,yes
1811/12/18,930,yes
1811/12/18,931,yes
1811/12/20,932,yes
1812/00/00,934,yes
1812/00/00,933,yes
1812/01/00,935,yes
1812/01/10,936,yes
1812/01/20,937,yes
1812/01/21,938,no
1812/01/21,939,yes
1812/01/24,940,yes
1812/02/01,941,yes
1812/02/01,942,yes
1812/02/07,943,yes
1812/02/10,945,yes
1812/02/10,944,yes
1812/02/19,945-A,yes
1812/02/20,946,yes
1812/02/22,947,yes
1812/02/25,948,yes
1812/02/27,949,yes
1812/02/28,950,yes
1812/02/28,951,yes
1812/02/29,952,yes
1812/03/02,953,yes
1812/03/06,954,yes
1812/03/07,955,yes
1812/03/09,956,yes
1812/03/10,957,yes
1812/03/14,958,yes
1812/03/16,959,yes
1812/03/17,960,yes
1812/03/19,961,yes
1812/03/23,962,yes
1812/03/25,963,yes
1812/03/26,964,yes
1812/04/03,965,yes
1812/04/04,966,yes
1812/04/08,967,yes
1812/04/09,968,yes
1812/04/11,969,yes
1812/04/16,970,yes
1812/04/17,971,yes
1812/04/17,972,yes
1812/04/18,973,yes
1812/04/18,974,yes
1812/04/20,975,yes
1812/04/23,976,yes
1812/04/25,977,yes
1812/04/28,978,yes
1812/04/30,979,yes
1812/05/00,980,yes
1812/05/01,981,yes
1812/05/01,982,yes
1812/05/04,982-A,yes
1812/05/08,984,yes
1812/05/08,983,yes
1812/05/11,985,yes
1812/05/14,986,yes
1812/05/16,987,yes
1812/05/19,988,yes
1812/05/22,990,yes
1812/05/22,989,yes
1812/05/23,991,yes
1812/05/26,992,yes
1812/05/28,993,yes
1812/05/30,994,yes
1812/06/00,995,yes
1812/06/02,996,yes
1812/06/03,997,yes
1812/06/03,998,yes
1812/06/04,999,yes
1812/06/05,1000,yes
1812/06/06,1001,yes
1812/06/06,1002,yes
1812/06/10,1003,yes
1812/06/12,1004,yes
1812/06/12,1005,yes
1812/06/12,1006,yes
1812/06/12,1007,yes
1812/06/13,1009,yes
1812/06/13,1010,yes
1812/06/13,1008,yes
1812/06/15,1011,yes
1812/06/15,1012,yes
1812/06/16,1013,yes
1812/06/18,1014,yes
1812/06/19,1015,yes
1812/06/20,1016,yes
1812/06/22,1017,yes
1812/06/26,1018,yes
1812/06/27,1020,yes
1812/06/27,1019,yes
1812/07/02,1021,yes
1812/07/06,1022,yes
1812/07/11,1023,yes
1812/07/13,1024,yes
1812/07/14,1025,yes
1812/07/20,1026,yes
1812/07/29,1027,yes
1812/08/03,1027-A,yes
1812/08/05,1028,yes
1812/08/07,1030,yes
1812/08/07,1029,yes
1812/08/20,1031,yes
1812/09/00,1031-A,yes
1812/09/22,1033,yes
1812/09/22,1032,yes
1812/09/23,1034,yes
1812/10/05,1035,yes
1812/10/26,1036,yes
1812/11/03,1037,yes
1812/11/07,1038,yes
1812/11/11,1039,yes
1812/11/16,1040,yes
1812/11/17,1041,yes
1812/11/20,1042,yes
1812/11/26,1043,yes
1812/11/28,1044,yes
1812/11/30,1045,yes
1812/12/03,1046,yes
1812/12/05,1047,yes
1812/12/12,1048,yes
1812/12/14,1049,yes
1812/12/14,1050,yes
1812/12/16,1051,yes
1812/12/16,1052,yes
1812/12/18,1053,yes
1812/12/18,1054,yes
1812/12/19,1055,yes
1812/12/22,1056,yes
1813/00/00,1057,yes
1813/01/02,1058,yes
1813/01/09,1059,yes
1813/01/12,1060,yes
1813/01/16,1061,yes
1813/01/25,1062,yes
1813/01/26,1063,no
1813/01/27,1064,yes
1813/02/02,1065,yes
1813/02/05,1066,yes
1813/02/08,1067,yes
1813/02/11,1068,yes
1813/02/19,1069,yes
1813/02/26,1071,yes
1813/02/26,1070,yes
1813/03/01,1072,yes
1813/03/02,1073,yes
1813/03/04,1074,yes
1813/03/08,1075,yes
1813/03/08,1076,yes
1813/03/09,1077,yes
1813/03/11,1078,yes
1813/03/15,1080,yes
1813/03/15,1079,yes
1813/03/17,1081,yes
1813/03/18,1082,yes
1813/03/18,1083,yes
1813/03/19,1084,yes
1813/03/20,1085,yes
1813/03/22,1086,yes
1813/03/22,1087,yes
1813/03/23,1088,yes
1813/03/24,1089,yes
1813/03/26,1090,yes
1813/03/31,1091,yes
1813/04/01,1092,no
1813/04/02,1093,yes
1813/04/03,1094,yes
1813/04/10,1095,yes
1813/04/13,1096,yes
1813/04/14,1097,yes
1813/04/15,1098,yes
1813/04/24,1099,yes
1813/04/28,1101,yes
1813/04/28,1100,yes
1813/04/30,1102,yes
1813/05/00,1103,yes
1813/05/00,1102-A,yes
1813/05/01,1104,no
1813/05/06,1105,yes
1813/05/08,1106,yes
1813/05/12,1107,yes
1813/05/15,1109,yes
1813/05/15,1108,yes
1813/05/15,1110,yes
1813/05/22,1112,yes
1813/05/22,1111,yes
1813/05/22,1113,yes
1813/05/26,1114,yes
1813/05/31,1115,yes
1813/06/04,1116,yes
1813/06/05,1117,yes
1813/06/05,1118,yes
1813/06/11,1119,yes
1813/06/12,1120,yes
1813/06/16,1121,yes
1813/06/16,1122,yes
1813/06/16,1123,yes
1813/06/18,1124,yes
1813/06/21,1125,yes
1813/06/23,1126,yes
1813/06/23,1127,yes
1813/06/23,1128,yes
1813/06/23,1129,yes
1813/06/24,1130,yes
1813/06/24,1131,yes
1813/06/25,1132,yes
1813/06/28,1133,yes
1813/07/00,1133-A,yes
1813/07/02,1134,yes
1813/07/02,1135,yes
1813/07/10,1136,yes
1813/07/21,1138,yes
1813/07/21,1137,yes
1813/07/24,1139,no
1813/07/26,1140,yes
1813/07/27,1141,yes
1813/07/31,1142,yes
1813/08/02,1143,yes
1813/08/04,1144,yes
1813/08/12,1145,yes
1813/08/14,1146,yes
1813/09/00,1147,yes
1813/09/07,1148,yes
1813/09/17,1149,yes
1813/10/06,1150,yes
1813/10/15,1151,yes
1813/11/01,1152,yes
1813/11/05,1153,yes
1813/11/11,1154,yes
1813/11/27,1155,yes
1813/12/06,1156,yes
1813/12/17,1157,yes
1813/12/30,1158,yes
1814/00/00,1159,yes
1814/01/06,1160,yes
1814/02/03,1161,yes
1814/02/03,1162,yes
1814/02/07,1163,yes
1814/02/12,1164,yes
1814/02/24,1165,yes
1814/02/24,1166,yes
1814/02/28,1167,yes
1814/03/02,1168,yes
1814/03/16,1169,yes
1814/03/19,1170,yes
1814/03/21,1171,yes
1814/03/24,1172,yes
1814/03/26,1173,yes
1814/04/00,1174,yes
1814/04/01,1175,yes
1814/04/02,1176,yes
1814/04/04,1176-A,yes
1814/04/06,1177,yes
1814/04/11,1178,yes
1814/04/14,1179,yes
1814/04/15,1180,yes
1814/04/16,1181,yes
1814/04/16,1182,yes
1814/04/18,1182-A,yes
1814/04/21,1183,yes
1814/04/28,1184,no
1814/04/30,1185,yes
1814/05/02,1186,yes
1814/05/05,1187,yes
1814/05/06,1188,yes
1814/05/14,1189,yes
1814/05/18,1190,yes
1814/05/19,1191,yes
1814/05/26,1192,yes
1814/05/27,1193,yes
1814/05/28,1194,yes
1814/06/01,1195,yes
1814/06/01,1196,yes
1814/06/03,1197,yes
1814/06/06,1198,yes
1814/06/06,1199,yes
1814/06/08,1200,yes
1814/06/08,1201,yes
1814/06/11,1202,yes
1814/06/17,1203,yes
1814/06/25,1204,yes
1814/06/28,1205,yes
1814/06/29,1206,yes
1814/06/30,1207,yes
1814/07/00,1207-A,yes
1814/07/01,1208,yes
1814/07/01,1209,yes
1814/07/08,1210,yes
1814/07/09,1211,yes
1814/07/11,1212,yes
1814/07/14,1213,yes
1814/07/22,1214,yes
1814/07/22,1215,yes
1814/07/23,1216,yes
1814/07/26,1217,yes
1814/07/30,1218,yes
1814/07/30,1219,yes
1814/08/02,1220,yes
1814/08/08,1221,yes
1814/08/10,1222,yes
1814/08/29,1223,yes
1814/09/02,1224,yes
1814/09/22,1225,yes
1814/09/27,1226,yes
1814/10/20,1227,yes
1814/10/25,1228,yes
1814/10/31,1229,yes
1814/11/11,1231,yes
1814/11/11,1230,yes
1814/11/15,1232,yes
1814/11/17,1233,yes
1814/11/25,1234,yes
1814/11/26,1235,yes
1814/12/09,1236,yes
1814/12/15,1237,yes
1814/12/15,1238,yes
1814/12/24,1239,yes
1815/00/00,1241,yes
1815/00/00,1240,yes
1815/01/07,1242,yes
1815/01/14,1243,yes
1815/01/20,1244,yes
1815/01/20,1245,yes
1815/01/28,1246,yes
1815/02/06,1247,yes
1815/02/06,1248,yes
1815/02/09,1249,no
1815/02/13,1251,yes
1815/02/13,1250,yes
1815/02/15,1252,yes
1815/02/16,1254,yes
1815/02/16,1253,yes
1815/02/18,1255,yes
1815/02/20,1256,yes
1815/02/27,1257,yes
1815/03/09,1260,yes
1815/03/09,1259,yes
1815/03/09,1258,yes
1815/03/10,1261,yes
1815/03/10,1262,yes
1815/03/16,1263,yes
1815/03/20,1264,yes
1815/03/21,1265,yes
1815/03/22,1266,yes
1815/03/24,1267,yes
1815/04/06,1268,yes
1815/04/06,1269,yes
1815/04/08,1270,yes
1815/04/10,1271,yes
1815/04/12,1272,yes
1815/04/13,1273,yes
1815/04/17,1274,yes
1815/04/19,1275,yes
1815/04/24,1276,yes
1815/04/27,1277,yes
1815/04/28,1279,yes
1815/04/28,1278,yes
1815/05/02,1281,yes
1815/05/02,1280,yes
1815/05/04,1282,yes
1815/05/05,1283,yes
1815/05/06,1284,yes
1815/05/11,1285,no
1815/05/11,1286,yes
1815/05/12,1287,yes
1815/05/13,1288,yes
1815/05/17,1289,yes
1815/05/26,1290,yes
1815/05/27,1291,yes
1815/06/01,1292,yes
1815/06/02,1293,yes
1815/06/02,1294,yes
1815/06/06,1295,yes
1815/06/07,1296,yes
1815/06/08,1296-A,yes
1815/06/09,1297,yes
1815/06/10,1298,yes
1815/06/10,1299,yes
1815/06/14,1301,yes
1815/06/14,1300,yes
1815/06/15,1302,yes
1815/06/15,1303,yes
1815/06/16,1304,yes
1815/06/17,1305,no
1815/06/19,1306,yes
1815/06/22,1307,yes
1815/06/23,1308,yes
1815/07/01,1309,yes
1815/07/04,1311,yes
1815/07/04,1312,yes
1815/07/04,1310,yes
1815/07/05,1313,yes
1815/07/06,1314,yes
1815/07/07,1315,yes
1815/07/08,1316,yes
1815/07/11,1317,yes
1815/07/13,1319,yes
1815/07/13,1318,yes
1815/07/15,1320,yes
1815/07/19,1321,yes
1815/07/21,1322,yes
1815/07/22,1323,yes
1815/07/28,1324,yes
1815/07/29,1325,yes
1815/07/29,1326,yes
1815/08/02,1328,yes
1815/08/02,1327,no
1815/08/05,1329,yes
1815/08/12,1330,yes
1815/08/14,1331,yes
1815/08/19,1332,yes
1815/08/24,1333,yes
1815/08/26,1334,yes
1815/08/31,1335,yes
1815/09/12,1336,yes
1815/09/25,1337,yes
1815/10/02,1338,yes
1815/10/04,1339,yes
1815/10/05,1340,yes
1815/10/09,1341,yes
1815/10/26,1342,yes
1815/11/02,1343,yes
1815/11/21,1343-A,yes
1815/12/02,1344,yes
1815/12/07,1345,yes
1815/12/15,1346,yes
1815/12/22,1347,no
1816/01/03,1348,yes
1816/01/04,1349,yes
1816/01/04,1350,yes
1816/01/05,1351,yes
1816/01/12,1352,yes
1816/01/19,1353,yes
1816/01/24,1354,yes
1816/01/26,1355,yes
1816/02/03,1356,yes
1816/02/05,1357,yes
1816/02/10,1358,yes
1816/02/14,1359,yes
1816/02/15,1360,yes
1816/02/16,1361,yes
1816/02/17,1362,yes
1816/02/17,1363,yes
1816/02/21,1364,yes
1816/02/24,1366,yes
1816/02/24,1365,yes
1816/02/26,1367,yes
1816/03/02,1368,yes
1816/03/07,1369,yes
1816/03/08,1370,yes
1816/03/16,1371,yes
1816/03/21,1372,yes
1816/03/21,1373,yes
1816/03/28,1374,yes
1816/03/30,1375,yes
1816/04/06,1376,yes
1816/04/18,1378,yes
1816/04/18,1377,yes
1816/04/18,1379,yes
1816/04/20,1380,yes
1816/04/22,1381,yes
1816/04/23,1382,yes
1816/04/26,1383,yes
1816/04/30,1384,yes
1816/05/01,1385,yes
1816/05/02,1387,yes
1816/05/02,1386,yes
1816/05/08,1388,yes
1816/05/08,1389,yes
1816/05/11,1390,yes
1816/05/11,1391,yes
1816/05/14,1392,yes
1816/05/17,1393,yes
1816/05/20,1394,yes
1816/05/21,1395,yes
1816/05/24,1396,yes
1816/05/28,1397,yes
1816/05/30,1398,yes
1816/06/01,1399,yes
1816/06/01,1400,yes
1816/06/08,1401,yes
1816/06/10,1402,yes
1816/06/14,1403,yes
1816/06/15,1404,yes
1816/06/19,1406,yes
1816/06/19,1405,yes
1816/06/21,1407,yes
1816/06/22,1408,yes
1816/06/24,1409,no
1816/06/24,1410,yes
1816/06/25,1411,yes
1816/06/25,1412,yes
1816/06/27,1413,yes
1816/06/28,1414,yes
1816/06/29,1415,yes
1816/07/02,1416,yes
1816/07/03,1417,yes
1816/07/03,1418,yes
1816/07/04,1419,no
1816/07/08,1420,yes
1816/07/11,1421,yes
1816/07/12,1422,yes
1816/07/16,1423,yes
1816/07/18,1424,yes
1816/07/23,1425,yes
1816/08/01,1426,yes
1816/08/07,1427,yes
1816/08/10,1428,no
1816/08/12,1429,yes
1816/08/16,1430,yes
1816/08/19,1430-A,yes
1816/09/09,1431,no
1816/09/19,1432,yes
1816/09/23,1433,yes
1816/10/16,1434,yes
1816/10/17,1435,yes
1816/10/22,1436,yes
1816/10/29,1437,yes
1816/11/01,1438,yes
1816/11/07,1439,yes
1816/11/09,1440,yes
1816/11/19,1441,yes
1816/11/25,1442,yes
1816/11/27,1443,yes
1816/11/28,1444,yes
1816/11/30,1445,yes
1816/12/04,1446,yes
1816/12/13,1448,yes
1816/12/13,1449,yes
1816/12/13,1447,yes
1816/12/17,1450,yes
1817/00/00,1452,yes
1817/00/00,1451,yes
1817/01/07,1453,yes
1817/01/09,1454,yes
1817/01/11,1455,yes
1817/01/14,1456,yes
1817/01/18,1457,yes
1817/01/20,1458,yes
1817/01/21,1459,no
1817/01/21,1460,yes
1817/01/22,1461,yes
1817/01/25,1462,yes
1817/02/01,1463,yes
1817/02/08,1464,yes
1817/02/13,1465,yes
1817/02/15,1466,yes
1817/02/17,1467,yes
1817/02/19,1468,yes
1817/02/19,1469,yes
1817/02/20,1470,yes
1817/02/22,1471,yes
1817/02/27,1472,yes
1817/02/28,1473,yes
1817/03/01,1474,yes
1817/03/06,1475,no
1817/03/10,1476,yes
1817/03/12,1477,yes
1817/03/12,1478,yes
1817/03/13,1479,yes
1817/03/15,1481,no
1817/03/15,1480,yes
1817/03/17,1483,yes
1817/03/17,1482,yes
1817/03/17,1484,yes
1817/03/18,1485,yes
1817/03/21,1486,yes
1817/03/22,1487,yes
1817/03/24,1488,yes
1817/03/29,1489,yes
1817/03/29,1490,yes
1817/03/31,1491,yes
1817/04/00,1492,yes
1817/04/02,1493,yes
1817/04/02,1494,yes
1817/04/02,1495,no
1817/04/03,1497,yes
1817/04/03,1496,yes
1817/04/07,1498,yes
1817/04/12,1499,yes
1817/04/15,1500,no
1817/04/16,1502,yes
1817/04/16,1501,yes
1817/04/17,1503,yes
1817/04/19,1504,yes
1817/04/21,1505,yes
1817/04/22,1506,yes
1817/04/25,1507,yes
1817/04/25,1508,yes
1817/04/26,1510,yes
1817/04/26,1509,yes
1817/04/30,1511,yes
1817/05/01,1512,no
1817/05/02,1513,yes
1817/05/03,1514,yes
1817/05/05,1515,yes
1817/05/06,1516,yes
1817/05/07,1517,yes
1817/05/08,1518,yes
1817/05/09,1519,yes
1817/05/10,1520,yes
1817/05/12,1521,yes
1817/05/14,1522,yes
1817/05/15,1523,no
1817/05/17,1525,yes
1817/05/17,1524,yes
1817/05/21,1526,yes
1817/05/21,1527,yes
1817/05/22,1528,yes
1817/05/24,1529,yes
1817/05/24,1530,yes
1817/05/26,1531,yes
1817/05/30,1532,yes
1817/05/31,1533,yes
1817/06/04,1534,yes
1817/06/05,1535,yes
1817/06/06,1536,yes
1817/06/06,1537,yes
1817/06/07,1538,yes
1817/06/07,1539,yes
1817/06/09,1540,yes
1817/06/10,1541,yes
1817/06/11,1543,yes
1817/06/11,1542,yes
1817/06/12,1544,yes
1817/06/12,1545,yes
1817/06/13,1547,yes
1817/06/13,1546,yes
1817/06/14,1548,yes
1817/06/14,1549,yes
1817/06/17,1550,yes
1817/06/18,1551,yes
1817/06/20,1553,yes
1817/06/20,1552,yes
1817/06/21,1555,yes
1817/06/21,1554,yes
1817/06/26,1556,yes
1817/06/27,1557,yes
1817/06/28,1558,yes
1817/07/04,1559,yes
1817/07/05,1560,yes
1817/07/05,1561,yes
1817/07/07,1563,yes
1817/07/07,1562,yes
1817/07/12,1564,yes
1817/07/17,1566,yes
1817/07/17,1565,yes
1817/07/19,1567,yes
1817/07/25,1568,no
1817/07/26,1569,yes
1817/08/02,1570,yes
1817/08/09,1571,yes
1817/08/12,1572,yes
1817/08/16,1573,yes
1817/08/20,1575,yes
1817/08/20,1574,yes
1817/08/23,1576,yes
1817/08/30,1577,yes
1817/09/06,1578,yes
1817/09/15,1579,yes
1817/09/20,1580,yes
1817/09/25,1581,yes
1817/09/26,1582,yes
1817/10/04,1583,yes
1817/10/11,1584,yes
1817/10/18,1585,yes
1817/10/20,1586,yes
1817/10/25,1587,yes
1817/10/27,1588,yes
1817/10/30,1589,yes
1817/11/01,1590,yes
1817/11/08,1591,yes
1817/11/08,1592,yes
1817/11/13,1593,yes
1817/11/14,1594,no
1817/11/15,1595,yes
1817/11/22,1596,yes
1817/11/27,1597,yes
1817/11/29,1598,yes
1817/12/01,1599,yes
1817/12/13,1600,yes
1817/12/15,1601,yes
1817/12/16,1602,yes
1817/12/17,1603,yes
1817/12/23,1604,yes
1818/00/00,1606,yes
1818/00/00,1609,yes
1818/00/00,1607,yes
1818/00/00,1608,yes
1818/00/00,1605,yes
1818/01/07,1610,yes
1818/01/10,1611,yes
1818/01/15,1612,yes
1818/01/16,1613,yes
1818/01/16,1614,yes
1818/01/17,1615,yes
1818/01/21,1616,yes
1818/01/22,1617,yes
1818/01/28,1618,yes
1818/02/02,1619,yes
1818/02/03,1620,yes
1818/02/04,1621,yes
1818/02/05,1622,yes
1818/02/07,1623,yes
1818/02/14,1624,yes
1818/02/17,1625,yes
1818/02/21,1626,yes
1818/02/23,1627,yes
1818/02/23,1628,yes
1818/02/25,1629,yes
1818/02/25,1630,yes
1818/02/28,1631,yes
1818/03/00,1632,yes
1818/03/02,1633,no
1818/03/04,1634,yes
1818/03/05,1635,yes
1818/03/07,1636,yes
1818/03/09,1637,yes
1818/03/09,1638,yes
1818/03/10,1639,yes
1818/03/12,1640,yes
1818/03/14,1641,yes
1818/03/16,1642,yes
1818/03/18,1643,yes
1818/03/21,1644,yes
1818/03/23,1645,no
1818/03/28,1646,yes
1818/03/30,1647,yes
1818/04/00,1648,yes
1818/04/02,1649,yes
1818/04/07,1650,yes
1818/04/09,1652,yes
1818/04/09,1651,yes
1818/04/11,1653,yes
1818/04/11,1654,yes
1818/04/15,1655,yes
1818/04/17,1656,yes
