sale_begin,sale_no,is_input
1818/04/20,1657,yes
1818/04/23,1658,yes
1818/04/24,1659,yes
1818/04/25,1660,yes
1818/04/25,1661,yes
1818/04/27,1662,yes
1818/04/28,1663,yes
1818/05/00,1664,yes
1818/05/00,1665,yes
1818/05/02,1666,yes
1818/05/02,1667,yes
1818/05/04,1669,yes
1818/05/04,1668,yes
1818/05/06,1670,no
1818/05/06,1671,yes
1818/05/09,1672,yes
1818/05/16,1673,yes
1818/05/16,1674,yes
1818/05/20,1675,yes
1818/05/20,1676,no
1818/05/21,1677,yes
1818/05/21,1678,yes
1818/05/23,1679,yes
1818/05/25,1680,yes
1818/05/26,1681,yes
1818/05/29,1682,yes
1818/05/30,1684,yes
1818/05/30,1683,yes
1818/06/00,1685,yes
1818/06/04,1686,yes
1818/06/06,1687,yes
1818/06/08,1688,yes
1818/06/13,1689,yes
1818/06/15,1690,yes
1818/06/20,1691,yes
1818/06/27,1692,yes
1818/06/27,1693,yes
1818/06/29,1695,yes
1818/06/29,1694,yes
1818/06/30,1696,yes
1818/07/02,1697,yes
1818/07/04,1699,no
1818/07/04,1698,yes
1818/07/10,1700,no
1818/07/11,1701,yes
1818/07/16,1702,yes
1818/07/22,1703,no
1818/07/25,1704,yes
1818/07/27,1705,yes
1818/07/27,1706,yes
1818/08/01,1707,yes
1818/08/06,1708,yes
1818/08/06,1709,yes
1818/08/08,1710,yes
1818/08/10,1711,yes
1818/08/20,1712,yes
1818/08/22,1713,yes
1818/08/29,1714,yes
1818/09/05,1715,yes
1818/09/12,1716,yes
1818/09/19,1717,yes
1818/09/21,1718,yes
1818/09/26,1719,yes
1818/09/28,1720,yes
1818/10/01,1721,yes
1818/10/03,1722,yes
1818/10/10,1723,yes
1818/10/15,1724,yes
1818/10/17,1725,yes
1818/10/24,1726,yes
1818/10/31,1727,yes
1818/11/02,1728,yes
1818/11/03,1729,yes
1818/11/07,1730,yes
1818/11/10,1731,yes
1818/11/10,1732,yes
1818/11/14,1733,yes
1818/11/21,1734,yes
1818/11/23,1735,yes
1818/11/27,1736,yes
1818/11/27,1737,yes
1818/11/28,1738,yes
1818/12/01,1739,yes
1818/12/04,1740,yes
1818/12/05,1741,yes
1818/12/10,1742,yes
1818/12/12,1743,yes
1818/12/16,1744,yes
1818/12/19,1745,yes
1818/12/22,1747,yes
1818/12/22,1746,yes
1818/12/28,1748,yes
1819/00/00,1750,yes
1819/00/00,1749,yes
1819/01/08,1751,yes
1819/01/23,1752,yes
1819/01/23,1753,yes
1819/01/25,1754,yes
1819/01/28,1755,yes
1819/01/28,1756,yes
1819/02/06,1757,yes
1819/02/10,1758,yes
1819/02/13,1759,yes
1819/02/13,1760,yes
1819/02/15,1761,yes
1819/02/17,1762,yes
1819/02/18,1763,yes
1819/02/18,1764,yes
1819/02/19,1765,yes
1819/02/20,1766,yes
1819/02/26,1767,yes
1819/03/00,1768,yes
1819/03/01,1769,yes
1819/03/02,1770,yes
1819/03/08,1771,yes
1819/03/15,1772,no
1819/03/16,1773,yes
1819/03/19,1774,no
1819/03/22,1775,yes
1819/03/23,1777,yes
1819/03/23,1776,yes
1819/03/25,1778,yes
1819/03/26,1779,yes
1819/04/03,1780,yes
1819/04/08,1781,yes
1819/04/08,1782,yes
1819/04/10,1783,yes
1819/04/14,1784,yes
1819/04/14,1785,yes
1819/04/15,1786,yes
1819/04/16,1787,no
1819/04/17,1788,yes
1819/04/19,1789,yes
1819/04/19,1790,yes
1819/04/20,1791,yes
1819/04/20,1792,yes
1819/04/24,1793,yes
1819/04/24,1794,yes
1819/04/29,1796,yes
1819/04/29,1795,yes
1819/05/00,1797,yes
1819/05/01,1798,yes
1819/05/07,1799,yes
1819/05/08,1800,yes
1819/05/12,1801,no
1819/05/14,1802,yes
1819/05/15,1803,yes
1819/05/15,1804,yes
1819/05/22,1805,yes
1819/05/24,1806,yes
1819/05/27,1807,yes
1819/05/27,1808,yes
1819/05/28,1809,yes
1819/05/29,1810,yes
1819/05/31,1811,no
1819/06/01,1812,yes
1819/06/02,1813,yes
1819/06/03,1814,yes
1819/06/04,1815,yes
1819/06/05,1816,yes
1819/06/07,1817,yes
1819/06/08,1818,yes
1819/06/10,1819,yes
1819/06/10,1820,yes
1819/06/11,1821,yes
1819/06/14,1822,yes
1819/06/18,1823,yes
1819/06/21,1824,yes
1819/06/23,1825,yes
1819/06/26,1826,yes
1819/06/26,1828,no
1819/06/26,1827,yes
1819/06/29,1829,yes
1819/07/01,1830,yes
1819/07/01,1831,yes
1819/07/02,1832,yes
1819/07/02,1833,no
1819/07/03,1834,yes
1819/07/10,1835,yes
1819/07/10,1836,yes
1819/07/12,1837,yes
1819/07/15,1838,yes
1819/07/17,1839,yes
1819/07/17,1840,yes
1819/07/23,1841,yes
1819/07/29,1842,yes
1819/07/31,1843,yes
1819/08/03,1844,yes
1819/08/09,1845,yes
1819/08/14,1846,yes
1819/08/20,1847,no
1819/08/23,1848,yes
1819/08/26,1849,yes
1819/09/03,1850,yes
1819/09/04,1851,yes
1819/09/11,1852,yes
1819/09/13,1853,yes
1819/09/18,1854,yes
1819/09/20,1855,yes
1819/09/25,1856,yes
1819/09/27,1857,yes
1819/09/28,1858,yes
1819/09/29,1859,yes
1819/10/02,1860,yes
1819/10/09,1861,yes
1819/10/16,1862,yes
1819/10/20,1863,no
1819/10/23,1864,yes
1819/10/26,1865,yes
1819/10/28,1866,yes
1819/10/30,1867,yes
1819/11/06,1868,yes
1819/12/04,1869,yes
1819/12/06,1870,yes
1819/12/11,1871,yes
1819/12/14,1872,yes
1819/12/15,1873,no
1819/12/17,1875,yes
1819/12/17,1874,yes
1819/12/18,1876,yes
1819/12/22,1877,yes
1819/12/24,1878,yes
182/09/07,A4077,no
1820/00/00,1880,yes
1820/00/00,1879,yes
1820/01/05,1881,yes
1820/01/06,1882,yes
1820/01/08,1883,yes
1820/01/10,1884,yes
1820/01/12,1885,yes
1820/01/15,1886,yes
1820/01/19,1887,yes
1820/02/03,1888,yes
1820/02/03,1889,yes
1820/02/05,1890,yes
1820/02/12,1891,yes
1820/02/17,1892,yes
1820/02/18,1893,yes
1820/02/18,1894,yes
1820/02/19,1895,yes
1820/02/23,1896,yes
1820/02/24,1897,yes
1820/02/25,1898,yes
1820/02/26,1899,yes
1820/02/26,1900,yes
1820/03/00,1901,yes
1820/03/02,1903,yes
1820/03/02,1902,yes
1820/03/02,1904,yes
1820/03/03,1905,yes
1820/03/04,1906,yes
1820/03/09,1908,yes
1820/03/09,1907,yes
1820/03/11,1909,yes
1820/03/13,1910,yes
1820/03/14,1911,yes
1820/03/16,1912,yes
1820/03/18,1913,yes
1820/03/22,1914,yes
1820/03/23,1915,yes
1820/03/23,1916,yes
1820/03/25,1917,yes
1820/03/28,1918,yes
1820/04/01,1919,yes
1820/04/03,1920,yes
1820/04/04,1921,yes
1820/04/06,1922,yes
1820/04/06,1924,yes
1820/04/06,1923,yes
1820/04/07,1925,yes
1820/04/08,1926,yes
1820/04/13,1928,yes
1820/04/13,1927,yes
1820/04/14,1929,yes
1820/04/14,1930,yes
1820/04/15,1931,yes
1820/04/19,1932,yes
1820/04/21,1933,yes
1820/04/22,1934,yes
1820/04/24,1935,yes
1820/04/25,1936,yes
1820/04/26,1937,yes
1820/04/29,1938,yes
1820/05/03,1939,yes
1820/05/04,1940,yes
1820/05/05,1941,yes
1820/05/06,1942,yes
1820/05/09,1943,no
1820/05/10,1944,yes
1820/05/10,1945,yes
1820/05/11,1947,yes
1820/05/11,1946,yes
1820/05/12,1948,yes
1820/05/13,1949,yes
1820/05/17,1951,yes
1820/05/17,1950,yes
1820/05/18,1952,yes
1820/05/20,1955,yes
1820/05/20,1954,yes
1820/05/20,1953,yes
1820/05/26,1956,yes
1820/05/26,1957,yes
1820/05/27,1958,yes
1820/06/02,1959,yes
1820/06/03,1960,yes
1820/06/03,1962,yes
1820/06/03,1961,yes
1820/06/06,1963,yes
1820/06/07,1964,yes
1820/06/09,1965,yes
1820/06/10,1966,yes
1820/06/12,1967,yes
1820/06/12,1968,yes
1820/06/13,1969,yes
1820/06/16,1970,yes
1820/06/17,1971,yes
1820/06/20,1972,yes
1820/06/20,1973,yes
1820/06/21,1976,yes
1820/06/21,1974,yes
1820/06/21,1975,yes
1820/06/22,1978,yes
1820/06/22,1979,yes
1820/06/22,1977,yes
1820/06/23,1980,yes
1820/06/24,1981,yes
1820/06/29,1982,yes
1820/06/30,1984,yes
1820/06/30,1983,yes
1820/07/01,1986,yes
1820/07/01,1985,yes
1820/07/04,1987,yes
1820/07/05,1988,no
1820/07/06,1989,yes
1820/07/07,1990,yes
1820/07/08,1991,yes
1820/07/12,1992,yes
1820/07/12,1993,yes
1820/07/13,1994,yes
1820/07/14,1995,yes
1820/07/15,1996,yes
1820/07/15,1997,yes
1820/07/19,1998,yes
1820/07/20,1999,yes
1820/07/22,2001,yes
1820/07/22,2000,yes
1820/07/24,2002,yes
1820/07/26,2003,yes
1820/07/27,2004,no
1820/08/02,2005,yes
1820/08/03,2006,yes
1820/08/05,2007,yes
1820/08/12,2008,yes
1820/08/15,2009,yes
1820/08/18,2010,yes
1820/08/24,2011,yes
1820/08/28,2012,yes
1820/08/28,2013,yes
1820/08/31,2014,yes
1820/08/31,2015,yes
1820/09/02,2016,yes
1820/09/09,2017,yes
1820/09/11,2018,yes
1820/09/13,2019,yes
1820/09/14,2020,yes
1820/09/21,2021,yes
1820/09/22,2022,yes
1820/09/23,2023,yes
1820/09/25,2024,yes
1820/09/26,2025,yes
1820/09/26,2026,yes
1820/09/30,2027,yes
1820/10/07,2029,yes
1820/10/07,2028,yes
1820/10/10,2030,yes
1820/10/12,2031,yes
1820/10/14,2032,yes
1820/10/16,2033,yes
1820/10/16,2034,yes
1820/10/21,2035,yes
1820/10/27,2036,no
1820/11/02,2037,yes
1820/11/04,2038,yes
1820/11/11,2039,yes
1820/11/13,2040,yes
1820/11/14,2041,yes
1820/11/18,2043,yes
1820/11/18,2042,yes
1820/11/25,2044,yes
1820/11/30,2045,yes
1820/12/01,2046,yes
1820/12/02,2047,yes
1820/12/04,2048,yes
1820/12/06,2049,yes
1820/12/09,2050,yes
1820/12/16,2051,yes
1820/12/20,2052,yes
1820/12/22,2053,yes
1820/12/22,2054,yes
1820/12/23,2056,yes
1820/12/23,2055,yes
1820/12/30,2057,yes
1821/00/00,2061,yes
1821/00/00,2060,yes
1821/00/00,2059,yes
1821/00/00,2058,yes
1821/01/01,2062,yes
1821/01/13,2063,yes
1821/01/20,2064,yes
1821/01/20,2065,yes
1821/01/27,2066,yes
1821/01/31,2068,yes
1821/01/31,2067,yes
1821/02/01,2069,yes
1821/02/03,2070,yes
1821/02/08,2071,yes
1821/02/10,2072,yes
1821/02/14,2073,yes
1821/02/15,2074,yes
1821/02/15,2075,yes
1821/02/16,2077,no
1821/02/16,2076,yes
1821/02/17,2078,yes
1821/02/22,2079,yes
1821/02/24,2080,yes
1821/02/27,2081,yes
1821/02/28,2082,yes
1821/03/01,2083,yes
1821/03/02,2085,yes
1821/03/02,2084,yes
1821/03/03,2087,yes
1821/03/03,2086,yes
1821/03/06,2088,yes
1821/03/08,2089,yes
1821/03/08,2090,yes
1821/03/09,2091,yes
1821/03/10,2092,yes
1821/03/15,2094,yes
1821/03/15,2093,yes
1821/03/17,2096,yes
1821/03/17,2095,yes
1821/03/24,2097,yes
1821/03/30,2098,no
1821/03/31,2099,yes
1821/04/03,2100,yes
1821/04/04,2101,yes
1821/04/05,2102,yes
1821/04/06,2103,yes
1821/04/07,2104,yes
1821/04/09,2105,yes
1821/04/10,2106,yes
1821/04/14,2108,yes
1821/04/14,2107,yes
1821/04/17,2109,no
1821/04/19,2110,yes
1821/04/21,2111,yes
1821/04/26,2112,yes
1821/04/26,2113,yes
1821/04/28,2114,yes
1821/04/30,2115,yes
1821/05/01,2116,yes
1821/05/03,2117,yes
1821/05/04,2118,yes
1821/05/05,2119,yes
1821/05/07,2120,yes
1821/05/07,2121,yes
1821/05/10,2122,yes
1821/05/12,2124,yes
1821/05/12,2123,yes
1821/05/15,2125,yes
1821/05/16,2126,yes
1821/05/17,2128,yes
1821/05/17,2127,yes
1821/05/18,2129,yes
1821/05/19,2130,yes
1821/05/23,2131,yes
1821/05/24,2132,yes
1821/05/26,2134,yes
1821/05/26,2133,yes
1821/05/29,2135,yes
1821/05/30,2136,yes
1821/05/31,2137,no
1821/06/01,2138,yes
1821/06/02,2139,yes
1821/06/05,2140,yes
1821/06/06,2141,yes
1821/06/08,2142,yes
1821/06/09,2145,yes
1821/06/09,2144,yes
1821/06/09,2143,yes
1821/06/11,2146,no
1821/06/12,2147,yes
1821/06/16,2148,yes
1821/06/16,2149,yes
1821/06/18,2150,yes
1821/06/19,2151,yes
1821/06/20,2152,yes
1821/06/22,2154,yes
1821/06/22,2153,yes
1821/06/23,2155,yes
1821/06/29,2156,yes
1821/06/30,2158,no
1821/06/30,2157,yes
1821/07/03,2159,yes
1821/07/03,2160,yes
1821/07/07,2161,yes
1821/07/09,2164,yes
1821/07/09,2163,yes
1821/07/09,2162,yes
1821/07/10,2165,yes
1821/07/12,2167,yes
1821/07/12,2166,yes
1821/07/13,2168,yes
1821/07/14,2170,yes
1821/07/14,2169,yes
1821/07/18,2171,yes
1821/07/21,2172,yes
1821/07/21,2173,yes
1821/07/24,2174,yes
1821/07/27,2176,no
1821/07/27,2175,yes
1821/07/28,2177,yes
1821/08/01,2179,yes
1821/08/01,2178,yes
1821/08/04,2180,yes
1821/08/08,2181,yes
1821/08/09,2182,yes
1821/08/11,2183,yes
1821/08/15,2184,yes
1821/08/17,2185,yes
1821/08/18,2186,yes
1821/08/23,2187,yes
1821/08/24,2188,no
1821/08/25,2189,yes
1821/08/27,2190,yes
1821/08/31,2191,no
1821/09/01,2192,yes
1821/09/03,2193,yes
1821/09/05,2194,no
1821/09/08,2195,yes
1821/09/11,2196,yes
1821/09/12,2197,yes
1821/09/14,2198,yes
1821/09/15,2199,yes
1821/09/15,2200,yes
1821/09/19,2201,yes
1821/09/25,2202,yes
1821/09/26,2203,yes
1821/09/29,2204,yes
1821/10/05,2205,yes
1821/10/13,2206,yes
1821/10/16,2207,yes
1821/10/25,2208,yes
1821/10/26,2209,yes
1821/11/15,2211,yes
1821/11/15,2210,yes
1821/11/17,2212,yes
1821/11/19,2213,yes
1821/11/21,2214,yes
1821/11/22,2215,yes
1821/11/22,2215-A,yes
1821/11/26,2216,yes
1821/11/27,2218,yes
1821/11/27,2217,yes
1821/11/30,2219,yes
1821/12/01,2220,yes
1821/12/03,2221,yes
1821/12/05,2222,yes
1821/12/06,2223,yes
1821/12/07,2224,yes
1821/12/08,2225,yes
1821/12/11,2226,yes
1821/12/13,2227,yes
1821/12/15,2228,yes
1821/12/15,2229,yes
1821/12/22,2230,yes
1821/12/29,2231,yes
1822/00/00,2232,yes
1822/01/05,2233,yes
1822/01/10,2234,yes
1822/01/12,2235,yes
1822/01/14,2236,yes
1822/01/18,2237,yes
1822/01/26,2238,yes
1822/02/02,2240,yes
1822/02/02,2239,yes
1822/02/08,2242,yes
1822/02/08,2241,no
1822/02/09,2245,yes
1822/02/09,2244,yes
1822/02/09,2243,yes
1822/02/14,2246,yes
1822/02/16,2247,yes
1822/02/20,2250,yes
1822/02/20,2249,yes
1822/02/20,2248,yes
1822/02/23,2252,yes
1822/02/23,2251,yes
1822/02/25,2253,yes
1822/03/01,2254,yes
1822/03/02,2256,yes
1822/03/02,2255,no
1822/03/07,2257,yes
1822/03/08,2258,yes
1822/03/09,2259,yes
1822/03/11,2260,yes
1822/03/14,2261,yes
1822/03/16,2262,yes
1822/03/16,2263,yes
1822/03/21,2264,yes
1822/03/22,2266,yes
1822/03/22,2265,yes
1822/03/23,2268,yes
1822/03/23,2267,yes
1822/03/25,2269,yes
1822/03/26,2270,yes
1822/03/28,2273,yes
1822/03/28,2272,yes
1822/03/28,2271,no
1822/04/03,2275,no
1822/04/03,2274,yes
1822/04/04,2276,yes
1822/04/06,2277,yes
1822/04/08,2278,yes
1822/04/12,2280,yes
1822/04/12,2279,yes
1822/04/13,2281,yes
1822/04/17,2282,yes
1822/04/18,2283,yes
1822/04/19,2284,yes
1822/04/20,2286,no
1822/04/20,2285,yes
1822/04/24,2287,yes
1822/04/25,2288,yes
1822/04/27,2289,yes
1822/05/02,2291,yes
1822/05/02,2290,yes
1822/05/04,2292,yes
1822/05/08,2293,yes
1822/05/11,2295,no
1822/05/11,2294,yes
1822/05/13,2296,yes
1822/05/13,2297,yes
1822/05/13,2298,yes
1822/05/14,2299,yes
1822/05/16,2300,no
1822/05/18,2301,yes
1822/05/24,2302,yes
1822/05/25,2304,no
1822/05/25,2303,yes
1822/05/29,2305,yes
1822/05/29,2306,yes
1822/05/31,2307,yes
1822/06/01,2309,yes
1822/06/01,2308,yes
1822/06/06,2310,no
1822/06/07,2311,yes
1822/06/10,2312,yes
1822/06/10,2313,yes
1822/06/11,2314,yes
1822/06/11,2315,yes
1822/06/12,2316,no
1822/06/15,2319,no
1822/06/15,2318,yes
1822/06/15,2317,yes
1822/06/17,2320,yes
1822/06/17,2321,yes
1822/06/20,2323,yes
1822/06/20,2322,no
1822/06/27,2324,yes
1822/06/28,2325,yes
1822/07/02,2326,yes
1822/07/04,2327,yes
1822/07/06,2328,yes
1822/07/08,2329,yes
1822/07/10,2330,yes
1822/07/16,2331,yes
1822/07/18,2333,yes
1822/07/18,2332,yes
1822/07/19,2334,yes
1822/07/20,2336,yes
1822/07/20,2335,yes
1822/07/25,2337,yes
1822/07/26,2338,yes
1822/07/27,2339,yes
1822/08/03,2340,yes
1822/08/07,2341,yes
1822/08/10,2342,yes
1822/08/13,2344,yes
1822/08/13,2343,yes
1822/08/15,2345,yes
1822/08/17,2346,yes
1822/08/24,2347,yes
1822/09/02,2348,yes
1822/09/04,2349,yes
1822/09/05,2350,yes
1822/09/07,2351,yes
1822/09/09,2352,yes
1822/09/10,2353,yes
1822/09/14,2354,yes
1822/09/18,2355,yes
1822/09/20,2356,yes
1822/09/21,2357,yes
1822/09/28,2358,yes
1822/10/05,2359,yes
1822/10/08,2362,yes
1822/10/08,2360,yes
1822/10/08,2361,yes
1822/10/12,2363,yes
1822/10/19,2365,yes
1822/10/19,2364,yes
1822/10/21,2366,yes
1822/10/26,2367,yes
1822/10/31,2368,yes
1822/11/02,2369,yes
1822/11/07,2370,yes
1822/11/09,2371,yes
1822/11/13,2372,yes
1822/11/16,2373,yes
1822/11/21,2374,yes
1822/11/23,2375,yes
1822/11/30,2376,yes
1822/12/02,2377,yes
1822/12/05,2378,yes
1822/12/06,2379,yes
1822/12/07,2380,yes
1822/12/12,2381,yes
1822/12/14,2382,yes
1822/12/17,2383,yes
1822/12/19,2384,yes
1822/12/21,2385,yes
1822/12/28,2386,yes
1823/00/00,2387,no
1823/01/04,2388,yes
1823/01/08,2389,yes
1823/01/11,2390,yes
1823/01/20,2391,yes
1823/01/23,2392,yes
1823/01/24,2393,yes
1823/02/03,2394,yes
1823/02/11,2395,yes
1823/02/15,2397,no
1823/02/15,2396,yes
1823/02/17,2398,yes
1823/02/22,2399,yes
1823/02/26,2400,yes
1823/02/28,2401,no
1823/03/01,2403,yes
1823/03/01,2402,yes
1823/03/06,2404,yes
1823/03/08,2405,yes
1823/03/11,2406,yes
1823/03/12,2408,no
1823/03/12,2407,yes
1823/03/15,2409,yes
1823/03/15,2410,yes
1823/03/18,2411,yes
1823/03/20,2412,yes
1823/03/21,2414,yes
1823/03/21,2413,yes
1823/03/22,2416,yes
1823/03/22,2415,yes
1823/03/26,2417,yes
1823/03/29,2418,yes
1823/04/05,2419,yes
1823/04/09,2420,yes
1823/04/10,2421,yes
1823/04/10,2422,yes
1823/04/12,2424,yes
1823/04/12,2423,yes
1823/04/19,2426,yes
1823/04/19,2425,yes
1823/04/21,2427,yes
1823/04/21,2428,yes
1823/04/24,2429,yes
1823/04/24,2430,yes
1823/04/25,2431,yes
1823/04/26,2433,yes
1823/04/26,2432,yes
1823/05/01,2434,yes
1823/05/01,2435,yes
1823/05/03,2438,yes
1823/05/03,2436,yes
1823/05/03,2437,yes
1823/05/06,2439,yes
1823/05/09,2440,yes
1823/05/10,2442,yes
1823/05/10,2441,yes
1823/05/12,2443,yes
1823/05/13,2444,yes
1823/05/14,2445,yes
1823/05/15,2446,yes
1823/05/17,2447,yes
1823/05/22,2448,yes
1823/05/22,2449,yes
1823/05/24,2450,yes
1823/05/26,2451,yes
1823/05/27,2452,yes
1823/05/28,2453,yes
1823/05/29,2454,yes
1823/05/31,2456,yes
1823/05/31,2455,yes
1823/06/07,2457,yes
1823/06/10,2458,yes
1823/06/11,2459,yes
1823/06/13,2460,yes
1823/06/14,2461,yes
1823/06/16,2462,yes
1823/06/17,2463,yes
1823/06/19,2464,yes
1823/06/20,2465,yes
1823/06/21,2466,yes
1823/06/23,2467,yes
1823/06/24,2468,yes
1823/06/26,2469,yes
1823/06/28,2471,yes
1823/06/28,2470,yes
1823/06/30,2472,yes
1823/07/01,2474,yes
1823/07/01,2473,yes
1823/07/04,2475,yes
1823/07/07,2476,yes
1823/07/12,2477,yes
1823/07/21,2478,yes
1823/07/25,2479,yes
1823/07/29,2480,no
1823/08/15,2481,yes
1823/08/19,2482,yes
1823/08/22,2483,yes
1823/08/23,2484,yes
1823/08/30,2485,yes
1823/09/06,2486,yes
1823/09/13,2487,yes
1823/09/17,2489,yes
1823/09/17,2488,yes
1823/09/20,2490,yes
1823/09/22,2491,yes
1823/09/23,2492,yes
1823/09/27,2493,yes
1823/10/01,2494,yes
1823/10/06,2495,yes
1823/10/08,2496,yes
1823/10/10,2497,yes
1823/10/11,2498,yes
1823/10/15,2499,yes
1823/10/18,2500,yes
1823/10/29,2501,yes
1823/11/01,2502,yes
1823/11/05,2504,yes
1823/11/05,2503,yes
1823/11/08,2505,yes
1823/11/15,2506,yes
1823/11/22,2507,yes
1823/11/26,2508,yes
1823/11/27,2510,yes
1823/11/27,2509,yes
1823/11/29,2511,yes
1823/12/02,2512,yes
1823/12/06,2513,yes
1823/12/10,2515,yes
1823/12/10,2514,yes
1823/12/13,2516,yes
1823/12/17,2517,yes
1823/12/18,2518,yes
1823/12/18,2519,yes
1823/12/20,2520,yes
1823/12/27,2521,yes
1823/12/29,2522,yes
1824/00/00,2524,yes
1824/00/00,2523,yes
1824/00/00,2526,yes
1824/00/00,2528,yes
1824/00/00,2527,yes
1824/00/00,2525,yes
1824/01/06,2529,yes
1824/01/07,2530,yes
1824/01/10,2531,yes
1824/01/12,2532,yes
1824/01/14,2533,yes
1824/01/17,2534,yes
1824/01/20,2535,yes
1824/01/23,2536,yes
1824/01/28,2537,yes
1824/01/31,2538,yes
1824/02/07,2539,yes
1824/02/11,2540,yes
1824/02/13,2541,yes
1824/02/20,2542,yes
1824/02/21,2543,yes
1824/02/26,2544,yes
1824/03/02,2545,yes
1824/03/04,2546,yes
1824/03/05,2547,yes
1824/03/06,2548,yes
1824/03/10,2549,yes
1824/03/13,2550,yes
1824/03/17,2551,yes
1824/03/18,2552,yes
1824/03/20,2553,yes
1824/03/24,2554,yes
1824/03/25,2556,yes
1824/03/25,2555,yes
1824/03/26,2557,no
1824/03/27,2558,yes
1824/03/30,2559,yes
1824/03/31,2560,yes
1824/04/07,2561,yes
1824/04/09,2562,yes
1824/04/10,2563,yes
1824/04/13,2564,yes
1824/04/27,2565,yes
1824/04/28,2566,yes
1824/05/05,2567,yes
1824/05/06,2568,yes
1824/05/07,2569,yes
1824/05/08,2570,yes
1824/05/08,2571,yes
1824/05/11,2572,yes
1824/05/17,2573,yes
1824/05/18,2574,yes
1824/05/21,2575,yes
1824/05/26,2576,yes
1824/05/27,2577,yes
1824/05/28,2579,yes
1824/05/28,2578,yes
1824/05/28,2580,yes
1824/05/29,2581,yes
1824/05/29,2582,yes
1824/06/05,2584,yes
1824/06/05,2583,yes
1824/06/07,2585,yes
1824/06/11,2586,yes
1824/06/12,2588,yes
1824/06/12,2587,yes
1824/06/14,2589,yes
1824/06/17,2590,yes
1824/06/18,2592,yes
1824/06/18,2591,yes
1824/06/21,2593,yes
1824/06/24,2594,yes
1824/06/25,2595,yes
1824/06/26,2596,yes
1824/06/26,2597,yes
1824/06/26,2598,yes
1824/06/28,2599,yes
1824/06/29,2600,yes
1824/07/07,2601,yes
1824/07/14,2602,yes
1824/07/16,2603,yes
1824/07/17,2604,yes
1824/08/04,2605,yes
1824/08/07,2606,yes
1824/08/09,2607,yes
1824/08/14,2608,yes
1824/08/19,2609,yes
1824/08/21,2610,yes
1824/08/24,2611,yes
1824/08/28,2612,yes
1824/09/04,2613,yes
1824/09/11,2614,yes
1824/09/15,2615,yes
1824/09/18,2616,yes
1824/09/22,2617,yes
1824/09/25,2618,yes
1824/10/09,2619,yes
1824/10/16,2620,yes
1824/10/20,2621,yes
1824/10/23,2622,yes
1824/10/28,2623,yes
1824/10/30,2624,yes
1824/11/03,2625,yes
1824/11/06,2626,yes
1824/11/11,2627,yes
1824/11/13,2628,yes
1824/11/13,2629,yes
1824/11/15,2631,yes
1824/11/15,2630,yes
1824/11/17,2632,yes
1824/11/20,2634,yes
1824/11/20,2633,yes
1824/11/25,2635,yes
1824/11/27,2636,yes
1824/11/29,2638,yes
1824/11/29,2637,yes
1824/12/13,2640,yes
1824/12/13,2639,yes
1824/12/15,2641,yes
1824/12/16,2642,yes
1825/00/00,2643,yes
1825/00/00,2644,yes
1825/00/00,2645,yes
1825/00/28,2646,yes
1825/01/01,2647,yes
1825/01/05,2648,yes
1825/01/08,2649,yes
1825/01/15,2651,yes
1825/01/15,2650,yes
1825/01/19,2652,yes
1825/01/21,2653,yes
1825/01/22,2654,yes
1825/01/26,2655,yes
1825/01/29,2656,yes
1825/02/02,2657,yes
1825/02/04,2658,no
1825/02/05,2659,yes
1825/02/11,2660,yes
1825/02/12,2662,yes
1825/02/12,2661,yes
1825/02/16,2663,yes
1825/02/17,2665,yes
1825/02/17,2664,yes
1825/02/19,2666,yes
1825/02/23,2667,yes
1825/02/24,2668,yes
1825/02/25,2669,yes
1825/02/26,2670,yes
1825/03/01,2671,yes
1825/03/11,2673,yes
1825/03/11,2672,yes
1825/03/19,2675,yes
1825/03/19,2674,yes
1825/03/25,2676,yes
1825/04/02,2677,yes
1825/04/08,2679,yes
1825/04/08,2678,yes
1825/04/09,2680,yes
1825/04/13,2681,yes
1825/04/14,2682,yes
1825/04/15,2683,yes
1825/04/16,2684,yes
1825/04/18,2685,yes
1825/04/19,2686,yes
1825/04/23,2687,yes
1825/04/25,2688,yes
1825/04/27,2690,yes
1825/04/27,2689,yes
1825/04/28,2691,no
1825/04/29,2692,yes
1825/04/30,2694,yes
1825/04/30,2693,yes
1825/05/02,2695,yes
1825/05/05,2697,yes
1825/05/05,2696,yes
1825/05/06,2698,yes
1825/05/07,2699,yes
1825/05/11,2701,yes
1825/05/11,2700,yes
1825/05/13,2702,yes
1825/05/14,2704,yes
1825/05/14,2703,yes
1825/05/16,2705,yes
1825/05/21,2706,yes
1825/05/24,2707,yes
1825/05/25,2709,yes
1825/05/25,2708,yes
1825/05/28,2710,yes
1825/06/02,2712,yes
1825/06/02,2711,yes
1825/06/03,2713,yes
1825/06/04,2714,yes
1825/06/06,2715,yes
1825/06/08,2718,yes
1825/06/08,2717,yes
1825/06/08,2716,yes
1825/06/11,2720,yes
1825/06/11,2719,yes
1825/06/13,2722,yes
1825/06/13,2721,yes
1825/06/15,2723,yes
1825/06/16,2725,yes
1825/06/16,2724,yes
1825/06/18,2726,yes
1825/06/18,2727,yes
1825/06/22,2728,yes
1825/06/22,2729,yes
1825/06/25,2731,yes
1825/06/25,2730,yes
1825/06/27,2732,yes
1825/07/02,2733,yes
